idCarta,nombreCarta,Imagen,Removal,Tempo Value,Good?,Control Value,textoCarta,costeCarta,baneada,numeroTesoro,valorAtaque,valorDefensa,porcentajeProbabilidad,flavorCarta,urlImagen,urlImagen1,urlImagen2,urlImagen3,urlImagen4,urlImagen5,urlImagen6,urlImagen7,urlImagen8,urlImagen9,urlImagen10,rulingCarta,expansion,tipo,tipo2,subtipo,subtipo2,subtipo3,subtipo4,rareza,,rareza,daños a la cara ,cuerpo,frenesí,guardián,envenenar ,interrumpir,mata una carta,curar,me descarta,predicción,roba carta,roba carta específica,perder vidas,evasión,ininterrumpible,vigía,aplastarme,aplasta,arrollar,realeza,ganar 5 vidas,acción rápida/sorpresivo,disipar,resguardo,crear ficha tesoro,hurto,descarta,muerte?,megalofobia?,daño electrico?,indestructible?,Estocada?,Invocacion,Sucubo y comandante,Veneno,flor,,,,,,,,,,,,
476,CAMINANTE ESTRUENDOSO,,4/9,1.35,TRUE,,Arrollar. Aparición en juego: Aplasta 1 (dispara solo si fue jugado de tu mano).,1,FALSE,2,3,3,,,https://i.postimg.cc/Mp3KwFdS/CAMINANTE-ESTRUENDOSO-copia.webp,,,,,,,,,,,"Pon un contador de Aplaste en X tesoros aliados agotados. Si fueran a desagotarse, remueve un contador en su lugar).","{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 18, 'nombreSubTipo': 'GIGANTE'}",,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
154,CAMPO DE ENTRENAMIENTO,,0/9,0,FALSE,," Una vez por turno, puedes erosionar para que las unidades que controlas ganen +1/+1 hasta el final del turno. Erosión 3.",3,FALSE,,,,,,https://i.postimg.cc/9MysyNnH/CAMPO-DE-ENTRENAMIENTO-copia.jpg,https://i.postimg.cc/1zGw2xjZ/CAMPO-DE-ENTRENAMIENTO.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,,,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
368,CANALIZADOR ARCANO,,7/9,3,TRUE,,"Resguardo: 1 de oro. Aparición en juego: Puedes poner la carta de acción objetivo de tu Descarte en el tope de tu Reino. Siempre que interrumpas una orden, hace 2 daños a cada oponente.",3,FALSE,3,2,5,,,https://i.postimg.cc/XYYLS97W/CANALIZADOR-ARCANO-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
369,CANALIZADOR DE ENERGIA VITAL,,2/9,1,TRUE,,"Sorpresivo. Temible. Aparición en juego: Puedes destruir otra unidad aliada no ficha. Si lo haces, crea dos fichas libro.",3,FALSE,3,4,2,,,https://i.postimg.cc/5N3gRsJp/CANALIZADOR-DE-ENERGIA-VITAL-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 6, 'nombreSubTipo': 'DESERTOR'}","{'idSubTipo': 7, 'nombreSubTipo': 'MAGO'}",,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
60,CANCELACION,,0/9,0,TRUE,,Cancela el efecto en juego objetivo.,1,TRUE,,,,,,https://i.postimg.cc/gjdQsqCX/CANCELACION-copia.jpg,https://i.postimg.cc/65BW15GB/cancelacion.webp,https://i.postimg.cc/qMGn5Y0W/Arte-alternativo-Cancelacion.webp,https://i.postimg.cc/Y09Fvvqp/CANCELACION.webp,,,,,,,,"Al decir ""efecto"", engloba tanto disparados como activados.","{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
312,CANTO DEL DRAGON,,7/9,2.25,TRUE,,Elige 2: -Condena todas las unidades de coste 2 o menos. -Condena todos los monumentos de coste 2 o menos. -Condena todos los Descartes. -Purga todos los Avernos.,4,FALSE,1,2,5,,,https://i.postimg.cc/vm1vDMVS/CANTO-DE-DRAGON-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,"{'idSubTipo': 14, 'nombreSubTipo': 'COMUN'}","{'idSubTipo': 9, 'nombreSubTipo': 'DRAGON'}",,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
195,CAOS EN BERIN,,0/9,2.25,FALSE,,"Elige 2: -Crea dos fichas demonio 2/2. -El jugador objetivo condena una carta de su mano. -Si controlas un demonio, interrumpe la orden de acción de coste 3 o menos. -Sentencia la unidad objetivo.",4,FALSE,,,,,,https://i.postimg.cc/VLxBS23p/CAOS-EN-BERIN-copia.webp,https://i.postimg.cc/m2cBmzt0/CAOS-EN-BERIN-COPIA.webp,,,,,,,,,,"Las opciones elegidas suceden en el orden que están escritas (si eliges la 1° y 3° opción, los demonios se crearán primero, y contarán para interrumpir)","{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,"{'idSubTipo': 15, 'nombreSubTipo': 'DEMONIO'}","{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
196,CAPULLO DE ARBOL INFESTADO,,0/9,1,TRUE,,"Aparición en juego: Crea una ficha insecto 1/1 con ""Derrotado: Envenena la unidad objetivo"".",3,FALSE,3,,,,,https://i.postimg.cc/Xvgbr9zy/CAPULLO-DE-ARBOL-INFESTADO-COPIA.webp,https://i.postimg.cc/Vvp02427/CAPULLO-DEL-ARBOL-INFESTADO-copia.jpg,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
197,CAPULLO DESCONOCIDO,,0/9,1,FALSE,,Derrotado: Crea una ficha insecto 3/2.,1,FALSE,,0,1,,,https://i.postimg.cc/d1HcBwvs/CAPULLO-DESCONOCIDO-COPIA.webp,https://i.postimg.cc/wBwMZtdL/capullo-desconocido.webp,https://i.postimg.cc/qB5KtMg8/CAPULLO-DESCONOCIDO-copia.jpg,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
10,CARCELERO,,1/9,1,FALSE,,Derrotado: Hace 1 punto de daño al jugador objetivo.,2,FALSE,,2,2,,,https://i.postimg.cc/CL2Gfsq9/CARCELERO.webp,https://i.postimg.cc/Rhts7dS9/Mesa-de-trabajo-16-200x.png,,,,,,,,,,,"{'idExpansion': 2, 'nombreExpansion': 'FUNDAMENTOS', 'fechaLanzamiento': '2024-05-26T04:08:58.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 6, 'nombreSubTipo': 'DESERTOR'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
134,CARNADA DE TIBURONES,,0/9,1,FALSE,,Derrotado: Crea una ficha animal 2/2.,1,FALSE,,1,1,,"Confiando en su habilidad, un pescador experimentado saltó a alta mar para llevarse una presa consigo. Sin embargo, el cazador acabó vuelto presa.",https://i.postimg.cc/nrk5P9xd/CARNADA-DE-TIBURONES-copia.jpg,https://i.postimg.cc/TwTgXkz5/CARNADA-DE-TIBURONES.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
123,CARNE EXPLOSIVA,,0/9,2.25,FALSE,,"Siempre que esta unidad reciba daño de combate de otra unidad, destruye ambas unidades.",1,FALSE,,1,1,,,https://i.postimg.cc/9XtvMK9G/CARNE-EXPLOSIVA-copia.jpg,https://i.postimg.cc/pLT2RGZ7/carne-explosiva.webp,https://i.postimg.cc/5yRCLf68/CARNE-EXPLOSIVA.webp,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
81,CARNE FRESCA,,0/9,0,FALSE,,Los animales que controlas ganan +1/+1 hasta el final del turno.,2,FALSE,,,,,,https://i.postimg.cc/Bvmj4Mgs/Mesa-de-trabajo-19-copia.jpg,https://i.postimg.cc/pLNnZGfr/CARNE-FRESCA-copia.jpg,https://i.postimg.cc/W3SrpGVW/CARNE-FRESCA.webp,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
198,CARTA DE CONDENA,,0/9,0,FALSE,,"Aparición en juego: Puedes condenar una carta de tu mano. Si lo haces, cada oponente condena una carta de su mano.",2,FALSE,2,,,,,https://i.postimg.cc/k59QsKMy/CARTA-DE-CONDENA-copia.webp,https://i.postimg.cc/Qtxr1V2Y/CARTA-DE-CONDENA-COPIA.webp,https://i.postimg.cc/kGb52fRv/carta-de-condena.webp,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
199,CASCABUFALO,,1/9,1,TRUE,,Destruir: Cancela el efecto en juego objetivo. Derrotado: Drena 1.,1,FALSE,,1,2,,,https://i.postimg.cc/QCvL2mHv/CASCABUFALO-COPIA.webp,https://i.postimg.cc/pyMLzzDb/cascabufalo.webp,https://i.postimg.cc/VL0CXQb2/CASCABUFALO-copia.jpg,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}","{'idSubTipo': 3, 'nombreSubTipo': 'ANIMAL'}",,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
148,CASCADA DE LA SABIDURIA,,0/9,1,FALSE,,"Si controlas al menos dos unidades soldado o animal, una vez durante tu turno, puedes erosionar para robar una carta. Erosión 2.",2,FALSE,,,,,,https://i.postimg.cc/wTqns25n/CASCADA-DE-SABIDURIA-copia.jpg,https://i.postimg.cc/9FDTVwnb/CASCADA-DE-LA-SABIDURIA.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 17, 'nombreTipo': 'MONUMENTO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
200,CASCARABAJO VOLADOR,,1/9,1.15,FALSE,,"Evasión. Aparición en juego: Envenena otra unidad objetivo. Siempre que otro insecto aliado muera, Drena 1.",3,FALSE,,2,2,,,https://i.postimg.cc/B6wRFpct/CASCARABAJO-VOLADOR-COPIA.webp,,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 16, 'nombreSubTipo': 'INSECTO'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
201,CASTIGO MALDITO,,0/9,0,TRUE,,"(Como coste adicional, pierdes 2 vidas). La unidad objetivo gana -X/-X hasta el final del turno, siendo X la cantidad de vidas que has perdido este turno.",1,FALSE,,,,,,https://i.postimg.cc/XNP0BjQx/CASTIGO-MALDITO-COPIA.webp,https://i.postimg.cc/rFCXn1qZ/FULL_ART_CASTIGO_MALDITO_COPIA.webp,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
477,"CATALINA, PRIMERA ARCANA",,7/9,1.5,FALSE,,"Atracción. Resguardo: 3 de oro. Al inicio de tu turno, si controlas exactamente otros siete enanos, ganas el juego.",7,FALSE,2,1,7,,,https://i.postimg.cc/nL6Fj9yS/CATALINA-PRIMERA-ARCANA-copia.webp,,,,,,,,,,,"No dispara a menos que controlemos siete enanos al principio del turno. Al momento de resolver, chequeará la cantidad de enanos que controlamos.","{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}","{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}","{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,"{'idRareza': 5, 'nombreRareza': 'ESMERALDA'}",,"{'idRareza': 5, 'nombreRareza': 'ESMERALDA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
370,CATAPULTA DE BATALLA,,2/9,2.25,FALSE,,Cuesta 1 menos de oro por cada daño que recibieron tus oponentes este turno. El coste no puede ser menor que 1. Temible. Aparición en juego: Destruye todas las unidades rivales dañadas.,9,FALSE,3,5,2,,,https://i.postimg.cc/GpZxyNP3/CATAPULTA-DE-BATALLA-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 6, 'nombreSubTipo': 'DESERTOR'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
137,CENTINELA DEL CASTILLO,,4/9,1.25,FALSE,,"Vigía. Siempre que bloquee a una unidad con Evasión, Centinela del castillo gana +0/+1 hasta el final del turno.",3,FALSE,,3,3,,,https://i.postimg.cc/x1m8V2nx/CENTINELA-DEL-CASTILLO-copia.jpg,https://i.postimg.cc/bwwHxbvg/Centinela-del-castillo-copia.jpg,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 2, 'nombreSubTipo': 'SOLDADO'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
11,CENTINELA DEL PALACIO,,8/9,1,FALSE,,Frenesí. (Esta unidad puede atacar el mismo turno que entra bajo tu control).,3,FALSE,,4,4,,,https://i.postimg.cc/2SvZLRmB/CENTINELA-DEL-PALACIO.webp,https://i.postimg.cc/8CJT88wb/centinela-del-palacio-copias-90.jpg,https://i.postimg.cc/dVDYdPMK/centinela-del-palacio-FULL-ART-copias-36.jpg,https://i.postimg.cc/d0PZS9jD/Mesa-de-trabajo-17-200x.png,https://i.postimg.cc/TYsDnxyV/Mesa-de-trabajo-18-200x.png,,,,,,,,"{'idExpansion': 2, 'nombreExpansion': 'FUNDAMENTOS', 'fechaLanzamiento': '2024-05-26T04:08:58.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 6, 'nombreSubTipo': 'DESERTOR'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
